step,psnr,IoU,surface normal similarity,depth
0,9.4050874710083,0.00024703557312252963,-0.09706717729568481,3.050678014755249
2000,21.156307220458984,0.6044544304229242,0.8544998168945312,0.017147667706012726
4000,22.412931442260742,0.7737738987107432,0.8045117259025574,0.024226892739534378
6000,23.906211853027344,0.8728789046069845,0.9108672142028809,0.005641605239361525
8000,24.379587173461914,0.7982464722315415,0.9392095804214478,0.0025907186791300774
10000,25.51674461364746,0.9300439049447791,0.9237756133079529,0.0031039807945489883
12000,26.576988220214844,0.8675846297970051,0.9174283742904663,0.011976081877946854
14000,27.34559440612793,0.8616873765790936,0.9440661668777466,0.003852152032777667
16000,27.18885040283203,0.9598237143488575,0.8823961019515991,0.001669225050136447
18000,26.680171966552734,0.9132158544494483,0.8970715999603271,0.014266343787312508
20000,27.7347469329834,0.8277070492786188,0.9109808206558228,0.0027397037483751774
22000,27.5218448638916,0.973901115636313,0.8194316625595093,0.002575908089056611
24000,28.646310806274414,0.9137840624948566,0.968995988368988,0.0016252861823886633
26000,28.61574935913086,0.9571926604330081,0.9568110704421997,0.002133945468813181
28000,29.625246047973633,0.9705002273894993,0.9482059478759766,0.001249971566721797
30000,28.3862361907959,0.9597075533207686,0.9440205693244934,0.001740391831845045
32000,29.522090911865234,0.9563170701297187,0.9628183841705322,0.0012524821795523167
34000,28.102519989013672,0.9021326688688744,0.9094687104225159,0.0011324645020067692
36000,28.577472686767578,0.9234242774543916,0.9639744162559509,0.0037220236845314503
38000,26.934213638305664,0.939686288393185,0.9426250457763672,0.010947057045996189
40000,26.840539932250977,0.9443865075936473,0.9472018480300903,0.020609155297279358
42000,28.269948959350586,0.9082097155863967,0.8573746085166931,0.006723346654325724
44000,27.516931533813477,0.9660275179970932,0.9252545833587646,0.0017941090045496821
46000,30.00926399230957,0.971987924294809,0.9721660614013672,0.00138123391661793
48000,31.446880340576172,0.9179067390792645,0.9755082726478577,0.0005379323847591877
50000,29.674030303955078,0.914487898791374,0.9649413824081421,0.0059343078173696995
52000,29.369531631469727,0.970490074074978,0.9477648735046387,0.0023770881816744804
