step,psnr,IoU,surface normal similarity,depth
0,9.406688690185547,0,-0.09616798162460327,3.0413293838500977
2000,19.520170211791992,0,0.825654149055481,0.228908509016037
4000,21.98802375793457,0,0.8018858432769775,0.07412941753864288
6000,23.61562728881836,0,0.8815182447433472,0.03419194370508194
8000,24.61901092529297,0,0.9539661407470703,0.04732384532690048
10000,25.32081413269043,0,0.9364379048347473,0.0379185825586319
12000,25.77037811279297,0,0.9314790368080139,0.13836415112018585
14000,27.993736267089844,0,0.9578372240066528,0.04426608607172966
16000,27.049510955810547,0,0.9080418348312378,0.012837461195886135
18000,25.49405860900879,0,0.9179480075836182,0.10907310247421265
20000,27.910818099975586,0,0.9191851019859314,0.01936197467148304
22000,26.83493995666504,0,0.8726215362548828,0.011369115673005581
24000,28.830583572387695,0,0.9637673497200012,0.03820279985666275
26000,28.90300178527832,0,0.959350049495697,0.025395432487130165
28000,29.14630126953125,0,0.9459314346313477,0.01032661460340023
30000,28.19562339782715,0,0.9409310817718506,0.01604924350976944
32000,29.174955368041992,0,0.964762806892395,0.00985093042254448
34000,27.487415313720703,0,0.9238706827163696,0.05829218775033951
36000,28.365556716918945,0,0.9550570249557495,0.013135114684700966
38000,27.151525497436523,0,0.9599287509918213,0.033803101629018784
40000,26.3798885345459,0,0.9556154608726501,0.09773091226816177
42000,27.603981018066406,0,0.8818932175636292,0.015499301254749298
44000,26.887676239013672,0,0.9272474050521851,0.0064056264236569405
46000,29.860502243041992,0,0.9740053415298462,0.0154801020398736
48000,31.934688568115234,0,0.9794881343841553,0.024714414030313492
50000,29.448930740356445,0,0.9712019562721252,0.017378833144903183
52000,29.283674240112305,0,0.9596289396286011,0.010833127424120903
54000,31.30565643310547,0,0.9848480224609375,0.030635416507720947
56000,29.718400955200195,0,0.9717842936515808,0.03533966466784477
58000,27.711332321166992,0,0.9735878705978394,0.021825119853019714
60000,32.65675735473633,0,0.9857233762741089,0.03144356608390808
62000,27.715471267700195,0,0.9664746522903442,0.005957284010946751
64000,28.40198516845703,0,0.913873553276062,0.030756836757063866
66000,29.222280502319336,0,0.9612529277801514,0.002309800125658512
68000,28.910781860351562,0,0.9716112017631531,0.003688521683216095
70000,29.258520126342773,0,0.9575471878051758,0.0035136525984853506
72000,28.270421981811523,0,0.964238166809082,0.05742251127958298
74000,29.795883178710938,0,0.9738659858703613,0.0037715607322752476
76000,28.684635162353516,0,0.9699734449386597,0.07548227906227112
78000,30.824277877807617,0,0.9623517394065857,0.015858512371778488
80000,29.251752853393555,0,0.973605751991272,0.007867634296417236
82000,28.459409713745117,0,0.9530655145645142,0.004151119850575924
84000,30.08296775817871,0,0.9736382961273193,0.007180459797382355
86000,30.80507469177246,0,0.9814027547836304,0.028514474630355835
88000,32.4568977355957,0,0.9698642492294312,0.0045888409949839115
90000,28.217491149902344,0,0.9215928912162781,0.014619437977671623
92000,30.157840728759766,0,0.9719312191009521,0.011333959177136421
94000,31.53139877319336,0,0.9617644548416138,0.003615944879129529
96000,28.83523178100586,0,0.9791988730430603,0.002118281554430723
98000,30.794248580932617,0,0.9792982339859009,0.018843982368707657
100000,30.008840560913086,0,0.9009675979614258,0.03427554666996002
102000,29.275802612304688,0,0.9825758337974548,0.0019901746418327093
104000,28.284282684326172,0,0.8789852857589722,0.0344533696770668
106000,28.679174423217773,0,0.9809343814849854,0.0034828423522412777
108000,30.957626342773438,0,0.9691518545150757,0.006727637257426977
110000,30.95726776123047,0,0.9305716753005981,0.012537887319922447
112000,32.37413787841797,0,0.9876945614814758,0.00995788723230362
114000,30.832399368286133,0,0.9815576672554016,0.02718489244580269
116000,29.610057830810547,0,0.9129787683486938,0.02690802328288555
118000,36.08903884887695,0,0.9923849105834961,0.0311278123408556
120000,29.747285842895508,0,0.974443256855011,0.014627646654844284
122000,29.840055465698242,0,0.9768483638763428,0.019625578075647354
124000,30.511167526245117,0,0.9794496297836304,0.0016089642886072397
126000,29.580364227294922,0,0.9749099016189575,0.02183084934949875
128000,29.962793350219727,0,0.9732722640037537,0.019106265157461166
130000,34.97258377075195,0,0.9848074913024902,0.03103909268975258
132000,27.574127197265625,0,0.9787534475326538,0.030632389709353447
134000,28.84178352355957,0,0.94449383020401,0.010040543973445892
136000,28.556068420410156,0,0.9798637628555298,0.0032507549040019512
138000,32.131629943847656,0,0.9808301329612732,0.0336935818195343
140000,30.483734130859375,0,0.9670389294624329,0.004913246259093285
142000,32.471187591552734,0,0.9763725996017456,0.0018738543149083853
144000,32.8775634765625,0,0.9865137338638306,0.016306469216942787
146000,29.766712188720703,0,0.9798221588134766,0.0018632994033396244
148000,28.2040958404541,0,0.9759141206741333,0.016576137393712997
150000,27.900348663330078,0,0.9847520589828491,0.03581148013472557
152000,29.6291561126709,0,0.9815962314605713,0.002550313947722316
154000,31.69287109375,0,0.9791773557662964,0.013589968904852867
156000,30.778152465820312,0,0.9862249493598938,0.0020890403538942337
158000,31.76437759399414,0,0.9684704542160034,0.01781478524208069
160000,30.908727645874023,0,0.9856545925140381,0.0020872068125754595
162000,28.744047164916992,0,0.9595534801483154,0.041279807686805725
164000,27.912574768066406,0,0.9856480956077576,0.02506890892982483
166000,32.02812576293945,0,0.9818270802497864,0.027164746075868607
168000,30.674697875976562,0,0.9556078910827637,0.023671355098485947
170000,34.454002380371094,0,0.9887629151344299,0.03064134530723095
172000,28.54753303527832,0,0.954422116279602,0.042232170701026917
174000,33.20711898803711,0,0.9895977973937988,0.01635439321398735
176000,31.580032348632812,0,0.9778724312782288,0.0016778449062258005
178000,27.224069595336914,0,0.9652935266494751,0.07937406003475189
180000,29.5108585357666,0,0.9729986190795898,0.051528412848711014
182000,31.427570343017578,0,0.9786533117294312,0.020040037110447884
184000,31.51531219482422,0,0.9721794724464417,0.017793433740735054
186000,32.34844970703125,0,0.9834776520729065,0.004279524087905884
188000,30.884052276611328,0,0.9772502183914185,0.0028804116882383823
190000,31.46710777282715,0,0.9662413597106934,0.012965281493961811
